,date,createdDate,name,playerClass,index
10032,2016-04-23 22:03:55.943,2016-04-23T22:03:55.943Z,C'Thun Ramp,Druid,10032
10033,2016-04-23 22:09:08.779,2016-04-23T22:09:08.779Z,WOTOG Pirate aggro warrior,Warrior,10033
10034,2016-04-23 22:55:17.563,2016-04-23T22:55:17.563Z,WOTOG Combo Priest,Priest,10034
10035,2016-04-23 23:07:55.755,2016-04-23T23:07:55.755Z,Molly,Rogue,10035
10036,2016-04-23 23:40:54.705,2016-04-23T23:40:54.705Z,Sycho's C'thun Tempo,Mage,10036
10037,2016-04-23 23:41:43.725,2016-04-23T23:41:43.725Z,tempo hogger,Warrior,10037
10038,2016-04-23 23:51:43.423,2016-04-23T23:51:43.423Z,Majordomo Warrior xD,Warrior,10038
10039,2016-04-24 00:24:27.352,2016-04-24T00:24:27.352Z,Tentative C'thun,Druid,10039
10040,2016-04-24 00:26:09.815,2016-04-24T00:26:09.815Z,Nzoth Pala,Paladin,10040
10041,2016-04-24 00:35:59.402,2016-04-24T00:35:59.402Z,Evolve Shaman,Shaman,10041
10042,2016-04-24 00:45:28.974,2016-04-24T00:45:28.974Z,PainCakes' Reno Rogue,Rogue,10042
10043,2016-04-24 00:47:37.123,2016-04-24T00:47:37.123Z,C'thun Shaman,Shaman,10043
10044,2016-04-24 01:10:48.386,2016-04-24T01:10:48.386Z,BurstZoo,Warlock,10044
10045,2016-04-24 01:17:15.053,2016-04-24T01:17:15.053Z,Connor hunter,Hunter,10045
10046,2016-04-24 01:24:58.237,2016-04-24T01:24:58.237Z,midhunu,Hunter,10046
10047,2016-04-24 01:29:24.482,2016-04-24T01:29:24.482Z,Standard C'Thun warrior,Warrior,10047
10048,2016-04-24 01:30:01.946,2016-04-24T01:30:01.946Z,SRamp,Druid,10048
10049,2016-04-24 01:41:39.372,2016-04-24T01:41:39.372Z,C'Thun Meme Mage,Mage,10049
10050,2016-04-24 01:43:47.828,2016-04-24T01:43:47.828Z,Control Paladin theory craft,Paladin,10050
10051,2016-04-24 01:44:12.332,2016-04-24T01:44:12.332Z,WotG 1.0 Midrange Dragon Preist,Priest,10051
10052,2016-04-24 01:56:46.327,2016-04-24T01:56:46.327Z,yoggmolly,Rogue,10052
10053,2016-04-24 02:02:05.312,2016-04-24T02:02:05.312Z,Zoolock (standard),Warlock,10053
10054,2016-04-24 02:09:47.676,2016-04-24T02:09:47.676Z,aggro divine pally,Paladin,10054
10055,2016-04-24 02:11:55.938,2016-04-24T02:11:55.938Z,Beast crap,Hunter,10055
10056,2016-04-24 02:15:18.049,2016-04-24T02:15:18.049Z,Standard Reno Yogg Mage,Mage,10056
10057,2016-04-24 03:09:03.855,2016-04-24T03:09:03.855Z,Theory Craft: C'Thun Druid,Druid,10057
10058,2016-04-24 03:18:26.311,2016-04-24T03:18:26.311Z,Theory Craft: OTK Druid,Rogue,10058
10059,2016-04-24 03:28:14.469,2016-04-24T03:28:14.469Z,Deathsie - WOTOG Ramp Druid,Druid,10059
10060,2016-04-24 03:34:27.139,2016-04-24T03:34:27.139Z,Theory Craft: Aggro Shaman,Shaman,10060
10061,2016-04-24 03:42:26.460,2016-04-24T03:42:26.460Z,Dead Guy Midrange,Hunter,10061
10062,2016-04-24 04:08:01.069,2016-04-24T04:08:01.069Z,Theory Craft: Tempo Mage,Mage,10062
10063,2016-04-24 04:45:25.431,2016-04-24T04:45:25.431Z,Theory Craft: Zoolock,Warlock,10063
10064,2016-04-24 04:49:01.192,2016-04-24T04:49:01.192Z,Theory Craft: Midrange Hunter,Hunter,10064
10065,2016-04-24 05:54:01.018,2016-04-24T05:54:01.018Z,C'thun Druid Combo,Druid,10065
10066,2016-04-24 06:03:54.501,2016-04-24T06:03:54.501Z,Cull Druid,Druid,10066
10067,2016-04-24 06:05:35.106,2016-04-24T06:05:35.106Z,Drimlu C'Thun Priest,Priest,10067
10068,2016-04-24 06:10:45.182,2016-04-24T06:10:45.182Z,Burst Priest,Priest,10068
10069,2016-04-24 06:33:28.815,2016-04-24T06:33:28.815Z,Raptor Control,Rogue,10069
10070,2016-04-24 06:41:39.373,2016-04-24T06:41:39.373Z,Paladin Divine Aggro,Paladin,10070
10071,2016-04-24 06:47:52.219,2016-04-24T06:47:52.219Z,Murloc Evolve Aggro,Shaman,10071
10072,2016-04-24 06:55:10.185,2016-04-24T06:55:10.185Z,Evolving Totems,Shaman,10072
10073,2016-04-24 07:00:48.763,2016-04-24T07:00:48.763Z,Face ShamanNeo,Shaman,10073
10074,2016-04-24 07:07:42.076,2016-04-24T07:07:42.076Z,Suicide Tempo,Mage,10074
10075,2016-04-24 07:09:59.717,2016-04-24T07:09:59.717Z,WOG Malyrogue,Rogue,10075
10076,2016-04-24 07:12:40.227,2016-04-24T07:12:40.227Z,Dragon Midrange,Priest,10076
10077,2016-04-24 07:14:02.197,2016-04-24T07:14:02.197Z,WOG Patron,Warrior,10077
10078,2016-04-24 07:16:59.087,2016-04-24T07:16:59.087Z,Shifting Control,Priest,10078
10079,2016-04-24 08:04:08.056,2016-04-24T08:04:08.056Z,Yogg-Saron Rogue (1.0),Rogue,10079
10080,2016-04-24 09:28:15.222,2016-04-24T09:28:15.222Z,C'thun drool,Druid,10080
10081,2016-04-24 10:00:50.468,2016-04-24T10:00:50.468Z,Mid rogue,Rogue,10081
10082,2016-04-24 11:08:44.484,2016-04-24T11:08:44.484Z,Agro Sharman,Shaman,10082
10083,2016-04-24 11:57:40.416,2016-04-24T11:57:40.416Z,C'thun Warrior 2,Warrior,10083
10084,2016-04-24 12:25:50.196,2016-04-24T12:25:50.196Z,C'thun Warrior (pre meta),Warrior,10084
10085,2016-04-24 13:14:50.919,2016-04-24T13:14:50.919Z,Aggro Pirate Rouge,Rogue,10085
10086,2016-04-24 14:02:07.780,2016-04-24T14:02:07.780Z,Tempo warrrior,Warrior,10086
10087,2016-04-24 14:03:31.607,2016-04-24T14:03:31.607Z,Valafar C'Thun Druid,Druid,10087
10088,2016-04-24 14:23:02.222,2016-04-24T14:23:02.222Z,Aggro Shamane,Shaman,10088
10089,2016-04-24 14:27:52.191,2016-04-24T14:27:52.191Z,Standard zoo,Warlock,10089
10090,2016-04-24 14:29:01.950,2016-04-24T14:29:01.950Z,Trung zoo,Warlock,10090
10091,2016-04-24 14:33:09.930,2016-04-24T14:33:09.930Z,Trung Freeze Mage,Mage,10091
10092,2016-04-24 14:58:44.508,2016-04-24T14:58:44.508Z,g,Mage,10092
10093,2016-04-24 15:35:44.831,2016-04-24T15:35:44.831Z,Zoolock with WOG,Warlock,10093
10094,2016-04-24 15:48:50.176,2016-04-24T15:48:50.176Z,Reno C'Thun,Mage,10094
10095,2016-04-24 16:06:48.120,2016-04-24T16:06:48.120Z,Beast Druid (standard),Druid,10095
10096,2016-04-24 16:16:33.546,2016-04-24T16:16:33.546Z,Vit4l Shaman Midrange,Shaman,10096
10097,2016-04-24 16:24:09.768,2016-04-24T16:24:09.768Z,Vit4l Death Dragon,Paladin,10097
10098,2016-04-24 16:30:46.358,2016-04-24T16:30:46.358Z,Vit4l Midrange Death Hunter,Hunter,10098
10099,2016-04-24 16:36:29.089,2016-04-24T16:36:29.089Z,Midrange/Control Mage,Mage,10099
10100,2016-04-24 16:39:43.834,2016-04-24T16:39:43.834Z,Vit4l Beast Druid,Druid,10100
10101,2016-04-24 16:41:48.385,2016-04-24T16:41:48.385Z,Theocracy,Paladin,10101
10102,2016-04-24 16:48:25.819,2016-04-24T16:48:25.819Z,Vit4l Flood Zoo,Warlock,10102
10103,2016-04-24 16:52:14.446,2016-04-24T16:52:14.446Z,C'Thun Druid (Draft),Druid,10103
10104,2016-04-24 16:54:24.845,2016-04-24T16:54:24.845Z,Vit4l C'thun Rogue,Rogue,10104
10105,2016-04-24 16:58:52.262,2016-04-24T16:58:52.262Z,Vit4l Reno Lock,Warlock,10105
10106,2016-04-24 17:04:43.299,2016-04-24T17:04:43.299Z,Vit4l Pirate Warrior,Warrior,10106
10107,2016-04-24 17:48:10.072,2016-04-24T17:48:10.072Z,Combo Cthun,Priest,10107
10108,2016-04-24 18:06:02.134,2016-04-24T18:06:02.134Z,Whispers Miracle,Rogue,10108
10109,2016-04-24 18:23:16.693,2016-04-24T18:23:16.693Z,Whispers C'Thun Priest,Priest,10109
10110,2016-04-24 18:37:30.490,2016-04-24T18:37:30.490Z,Taunt Dragon Warrior,Warrior,10110
10111,2016-04-24 18:58:31.084,2016-04-24T18:58:31.084Z,Whispers N'Zoth Control Warrior,Warrior,10111
10112,2016-04-24 19:04:03.828,2016-04-24T19:04:03.828Z,Whispers Freeze Mage,Mage,10112
10113,2016-04-24 19:04:24.692,2016-04-24T19:04:24.692Z,Whispers Torch Freeze Mage,Mage,10113
10114,2016-04-24 19:05:32.238,2016-04-24T19:05:32.238Z,New Tempo,Mage,10114
10115,2016-04-24 19:14:21.282,2016-04-24T19:14:21.282Z,Nzoth raptor rogue,Rogue,10115
10116,2016-04-24 19:20:23.041,2016-04-24T19:20:23.041Z,new freeze mage,Mage,10116
10117,2016-04-24 19:43:02.233,2016-04-24T19:43:02.233Z,RenoMageOldGods,Mage,10117
10118,2016-04-24 20:29:15.569,2016-04-24T20:29:15.569Z,Midrange Hunter WOTOG,Hunter,10118
10119,2016-04-24 20:36:02.897,2016-04-24T20:36:02.897Z,c'thun rogue nealileo,Rogue,10119
10120,2016-04-24 20:40:25.125,2016-04-24T20:40:25.125Z,"control paladin, 2016-04-06",Paladin,10120
10121,2016-04-24 20:52:55.042,2016-04-24T20:52:55.042Z,yogg miracle,Rogue,10121
10122,2016-04-24 21:21:49.969,2016-04-24T21:21:49.969Z,Standard maly mage,Mage,10122
10123,2016-04-24 22:08:30.811,2016-04-24T22:08:30.811Z,WotOG Control Hunter,Hunter,10123
10124,2016-04-24 22:15:22.616,2016-04-24T22:15:22.616Z,Version 2,Warrior,10124
10125,2016-04-24 22:28:47.133,2016-04-24T22:28:47.133Z,C'thun Druid by Veles,Druid,10125
10126,2016-04-24 23:24:52.255,2016-04-24T23:24:52.255Z,Zoolock after WotG,Warlock,10126
10127,2016-04-24 23:51:51.101,2016-04-24T23:51:51.101Z,High Damage Zoo,Warlock,10127
10128,2016-04-25 00:06:52.399,2016-04-25T00:06:52.399Z,C'Thun Meme Mage v2,Mage,10128
10129,2016-04-25 00:08:54.582,2016-04-25T00:08:54.582Z,Jaxpud C'thun Rogue,Rogue,10129
10130,2016-04-25 00:17:37.434,2016-04-25T00:17:37.434Z,C'thun Druid V1.0,Druid,10130
10131,2016-04-25 00:20:48.717,2016-04-25T00:20:48.717Z,Murloc PalaTide,Paladin,10131
10132,2016-04-25 01:47:32.103,2016-04-25T01:47:32.103Z,Call of the Midrange,Hunter,10132
10133,2016-04-25 02:02:07.145,2016-04-25T02:02:07.145Z,Levexify's Standard Aggro Pally,Paladin,10133
10134,2016-04-25 02:31:06.544,2016-04-25T02:31:06.544Z,Evolve Sham,Shaman,10134
10135,2016-04-25 02:31:13.945,2016-04-25T02:31:13.945Z,Deathrattle Hunter WoToG,Hunter,10135
10136,2016-04-25 02:37:09.193,2016-04-25T02:37:09.193Z,C'Thun Control Warrior WoToG,Warrior,10136
10137,2016-04-25 02:45:11.655,2016-04-25T02:45:11.655Z,Pirate Warrior WoToG,Warrior,10137
10138,2016-04-25 02:57:08.744,2016-04-25T02:57:08.744Z,Mid range hunter deck for standard,Hunter,10138
10139,2016-04-25 03:01:24.561,2016-04-25T03:01:24.561Z,C'Thun Priest WoToG,Priest,10139
10140,2016-04-25 03:02:04.548,2016-04-25T03:02:04.548Z,C'Thun Druid Alkander,Druid,10140
10141,2016-04-25 03:05:28.347,2016-04-25T03:05:28.347Z,Matidorp Standard Tempo Mage,Mage,10141
10142,2016-04-25 03:10:10.039,2016-04-25T03:10:10.039Z,Dargon Priest for standard,Priest,10142
10143,2016-04-25 03:10:51.068,2016-04-25T03:10:51.068Z,Yogg Mage WoToG,Mage,10143
10144,2016-04-25 03:51:07.054,2016-04-25T03:51:07.054Z,mid ranged ramp with cthun,Druid,10144
10145,2016-04-25 04:09:47.126,2016-04-25T04:09:47.126Z,cthun ramp/mid ranged,Druid,10145
10146,2016-04-25 04:46:16.556,2016-04-25T04:46:16.556Z,cthul ramp,Druid,10146
10147,2016-04-25 04:54:18.094,2016-04-25T04:54:18.094Z,hearthstone show and tell,Shaman,10147
10148,2016-04-25 05:05:57.145,2016-04-25T05:05:57.145Z,Yogg'Thun Mage,Mage,10148
10149,2016-04-25 05:05:57.796,2016-04-25T05:05:57.796Z,C'thun Warrior 1.0,Warrior,10149
10150,2016-04-25 05:46:06.158,2016-04-25T05:46:06.158Z,Midrange Hunter with WOG 1.0,Hunter,10150
10151,2016-04-25 06:00:09.138,2016-04-25T06:00:09.138Z,Raptor Rogue with N,Rogue,10151
10152,2016-04-25 06:28:44.844,2016-04-25T06:28:44.844Z,Wheva's WoTG Control Paladin,Paladin,10152
10153,2016-04-25 06:40:06.964,2016-04-25T06:40:06.964Z,Wheva's WoTG Aggro Shaman,Shaman,10153
10154,2016-04-25 08:35:12.603,2016-04-25T08:35:12.603Z,00011110001010101010,Mage,10154
10155,2016-04-25 10:57:31.348,2016-04-25T10:57:31.348Z,[WoG] Shammy,Shaman,10155
10156,2016-04-25 11:12:40.504,2016-04-25T11:12:40.504Z,WoG Zoo,Warlock,10156
10157,2016-04-25 12:31:20.670,2016-04-25T12:31:20.670Z,Bone Dragon Deck Alkander,Priest,10157
10158,2016-04-25 12:43:25.631,2016-04-25T12:43:25.631Z,Auchenai of Death Alkander,Priest,10158
10159,2016-04-25 12:43:59.703,2016-04-25T12:43:59.703Z,Hunter Deathrattle,Hunter,10159
10160,2016-04-25 12:59:33.733,2016-04-25T12:59:33.733Z,Pala Divine,Paladin,10160
10161,2016-04-25 13:03:36.268,2016-04-25T13:03:36.268Z,C'Thun Warrior Classic,Warrior,10161
10162,2016-04-25 13:04:17.112,2016-04-25T13:04:17.112Z,C'Thun Classic Warrior,Warrior,10162
10163,2016-04-25 13:10:06.185,2016-04-25T13:10:06.185Z,Mage Tempo Standart,Mage,10163
10164,2016-04-25 13:10:07.987,2016-04-25T13:10:07.987Z,Pirate Warriarrr,Warrior,10164
10165,2016-04-25 14:00:49.085,2016-04-25T14:00:49.085Z,Mid-range Control Shaman,Shaman,10165
10166,2016-04-25 14:08:45.050,2016-04-25T14:08:45.050Z,Aggro Shaman Alkander,Shaman,10166
10167,2016-04-25 14:40:08.487,2016-04-25T14:40:08.487Z,C'Thun Priest Alkander,Priest,10167
10168,2016-04-25 14:41:47.971,2016-04-25T14:41:47.971Z,Druid Taunt C'Thun,Druid,10168
10169,2016-04-25 14:42:53.656,2016-04-25T14:42:53.656Z,C'thun Druid Excision,Druid,10169
10170,2016-04-25 14:48:59.918,2016-04-25T14:48:59.918Z,C'Thun Armor Warrior Alkander,Warrior,10170
10171,2016-04-25 16:33:35.843,2016-04-25T16:33:35.843Z,WORGEN WARRIOR ONE-TURN KILL,Warrior,10171
10172,2016-04-25 16:38:58.715,2016-04-25T16:38:58.715Z,first take new control hunter,Hunter,10172
10173,2016-04-25 17:06:15.496,2016-04-25T17:06:15.496Z,TC Midrange Beast,Hunter,10173
10174,2016-04-25 17:16:17.180,2016-04-25T17:16:17.180Z,TC Deathrattle Hunter,Hunter,10174
10175,2016-04-25 17:27:46.662,2016-04-25T17:27:46.662Z,Dragon Warrior Alkander,Warrior,10175
10176,2016-04-25 17:35:22.456,2016-04-25T17:35:22.456Z,C'thun Control Rogue,Rogue,10176
10177,2016-04-25 17:52:43.193,2016-04-25T17:52:43.193Z,control warrior after standard,Warrior,10177
10178,2016-04-25 18:21:00.263,2016-04-25T18:21:00.263Z,My connatrolla warrior,Warrior,10178
10179,2016-04-25 18:27:46.600,2016-04-25T18:27:46.600Z,Dragon Priest Alkander,Priest,10179
10180,2016-04-25 18:39:13.280,2016-04-25T18:39:13.280Z,Nickshot Zoo,Warlock,10180
10181,2016-04-25 18:59:40.929,2016-04-25T18:59:40.929Z,C'thun Mage Freeze,Mage,10181
10182,2016-04-25 19:07:24.298,2016-04-25T19:07:24.298Z,Standard - Zoo Lock,Warlock,10182
10183,2016-04-25 19:25:39.254,2016-04-25T19:25:39.254Z,Wotog Standard Paladin Aggro,Paladin,10183
10184,2016-04-25 19:33:19.046,2016-04-25T19:33:19.046Z,Tempo C'thun Mage,Mage,10184
10185,2016-04-25 19:44:53.069,2016-04-25T19:44:53.069Z,C'thun Mage Tempo 2.0,Mage,10185
10186,2016-04-25 19:58:45.436,2016-04-25T19:58:45.436Z,Tempo mage Real,Mage,10186
10187,2016-04-25 20:10:24.851,2016-04-25T20:10:24.851Z,Tempo C'thun Mage Free,Mage,10187
10188,2016-04-25 20:35:11.260,2016-04-25T20:35:11.260Z,YoggStep,Rogue,10188
10189,2016-04-25 20:36:49.154,2016-04-25T20:36:49.154Z,Legendary C'thun Warrior,Warrior,10189
10190,2016-04-25 20:39:18.990,2016-04-25T20:39:18.990Z,Stuff,Hunter,10190
10191,2016-04-25 21:35:37.346,2016-04-25T21:35:37.346Z,WOTOG C'Thun tempo warrior,Warrior,10191
10192,2016-04-25 21:38:05.592,2016-04-25T21:38:05.592Z,The True Wallet Warrior,Warrior,10192
10193,2016-04-25 21:43:12.908,2016-04-25T21:43:12.908Z,C`Thun Midrange Druid,Druid,10193
10194,2016-04-25 21:49:17.460,2016-04-25T21:49:17.460Z,Tempo Yogg Mage,Mage,10194
10195,2016-04-25 21:58:40.535,2016-04-25T21:58:40.535Z,Zoo Warlock (WotOG),Warlock,10195
10196,2016-04-25 22:10:33.418,2016-04-25T22:10:33.418Z,TheMajicNut,Mage,10196
10197,2016-04-25 22:12:37.710,2016-04-25T22:12:37.710Z,[WIP] Synergy Rogue,Rogue,10197
10198,2016-04-25 22:15:06.245,2016-04-25T22:15:06.245Z,THENUT 4.0,Druid,10198
10199,2016-04-25 22:25:05.884,2016-04-25T22:25:05.884Z,C'thun Ramp Druid :O,Druid,10199
10200,2016-04-25 22:35:37.186,2016-04-25T22:35:37.186Z,C'Thun Druid Old Gods,Druid,10200
10201,2016-04-25 22:44:21.856,2016-04-25T22:44:21.856Z,Freeze Mage  Old Gods,Mage,10201
10202,2016-04-25 22:56:57.571,2016-04-25T22:56:57.571Z,Tempo C'thun Mage 2.01,Mage,10202
10203,2016-04-25 23:00:32.968,2016-04-25T23:00:32.968Z,Dragon Priest Old Gods,Priest,10203
10204,2016-04-25 23:02:31.046,2016-04-25T23:02:31.046Z,Vit4l C'thun Control,Warrior,10204
10205,2016-04-25 23:12:43.096,2016-04-25T23:12:43.096Z,Deathrattle Rogue Old Gods,Rogue,10205
10206,2016-04-25 23:29:48.754,2016-04-25T23:29:48.754Z,Control Tempo Mage,Mage,10206
10207,2016-04-25 23:31:43.833,2016-04-25T23:31:43.833Z,Aggro Pirate Warrior WotOG,Warrior,10207
10208,2016-04-25 23:32:20.034,2016-04-25T23:32:20.034Z,Divine Midrange by Nyax,Paladin,10208
10209,2016-04-25 23:33:19.687,2016-04-25T23:33:19.687Z,Mid-Range Shaman Old Gods,Shaman,10209
10210,2016-04-25 23:44:22.102,2016-04-25T23:44:22.102Z,Fandrel Staghelm,Druid,10210
10211,2016-04-25 23:45:35.699,2016-04-25T23:45:35.699Z,Midrange Divine Shield,Paladin,10211
10212,2016-04-25 23:50:15.128,2016-04-25T23:50:15.128Z,LEEROY!!!,Rogue,10212
10213,2016-04-25 23:52:27.123,2016-04-25T23:52:27.123Z,Old Gods zoolock,Warlock,10213
10214,2016-04-25 23:54:24.421,2016-04-25T23:54:24.421Z,C'thun rogue 2,Rogue,10214
10215,2016-04-25 23:58:05.285,2016-04-25T23:58:05.285Z,WORGEN OTK STANDARD,Warrior,10215
10216,2016-04-25 23:59:55.561,2016-04-25T23:59:55.561Z,Theory Craft: C'Thun Priest,Priest,10216
10217,2016-04-26 00:04:33.983,2016-04-26T00:04:33.983Z,Tempo Mage New Expansion,Mage,10217
10218,2016-04-26 00:10:28.275,2016-04-26T00:10:28.275Z,OG Tempo Mage,Mage,10218
10219,2016-04-26 00:11:07.735,2016-04-26T00:11:07.735Z,Control Warrior Old Gods,Warrior,10219
10220,2016-04-26 00:12:12.882,2016-04-26T00:12:12.882Z,Y'Shaarj Paladin,Paladin,10220
10221,2016-04-26 00:45:17.013,2016-04-26T00:45:17.013Z,Cthun Drood,Druid,10221
10222,2016-04-26 00:56:51.627,2016-04-26T00:56:51.627Z,Cthun warrior EleGiggle,Warrior,10222
10223,2016-04-26 00:58:47.069,2016-04-26T00:58:47.069Z,Patron Pain Train Alkander,Warrior,10223
10224,2016-04-26 01:02:12.500,2016-04-26T01:02:12.500Z,Cthun Reno,Warrior,10224
10225,2016-04-26 01:05:58.134,2016-04-26T01:05:58.134Z,Cthun Priest for Pres 2016,Priest,10225
10226,2016-04-26 01:09:30.641,2016-04-26T01:09:30.641Z,C'thun Ramp(pre-wotg),Druid,10226
10227,2016-04-26 01:10:30.773,2016-04-26T01:10:30.773Z,ME GO FACE smORC,Shaman,10227
10228,2016-04-26 01:13:18.150,2016-04-26T01:13:18.150Z,C'Thun Step,Rogue,10228
10229,2016-04-26 01:14:52.948,2016-04-26T01:14:52.948Z,DeathRattle Rogue WOTG,Rogue,10229
10230,2016-04-26 01:17:05.719,2016-04-26T01:17:05.719Z,Choose one/Beasts (prewotg),Druid,10230
10231,2016-04-26 01:20:32.284,2016-04-26T01:20:32.284Z,Control Fandral,Druid,10231
10232,2016-04-26 01:20:35.112,2016-04-26T01:20:35.112Z,WOTOG RENO C'THUN WARRIOR,Warrior,10232
10233,2016-04-26 01:21:04.772,2016-04-26T01:21:04.772Z,Ebloadin WOTG,Paladin,10233
10234,2016-04-26 01:27:25.722,2016-04-26T01:27:25.722Z,MidRange Shaman hahah,Shaman,10234
10235,2016-04-26 01:27:30.922,2016-04-26T01:27:30.922Z,Board Control midrange(prewota),Shaman,10235
10236,2016-04-26 01:30:43.899,2016-04-26T01:30:43.899Z,Shaman Dragon control,Shaman,10236
10237,2016-04-26 01:33:19.471,2016-04-26T01:33:19.471Z,WOTG ZOO,Warlock,10237
10238,2016-04-26 01:33:28.373,2016-04-26T01:33:28.373Z,C'thun warrior(prewotg),Warrior,10238
10239,2016-04-26 01:37:17.302,2016-04-26T01:37:17.302Z,WOTG CAMEL MIDRANGE,Hunter,10239
10240,2016-04-26 02:29:02.824,2016-04-26T02:29:02.824Z,Midrange pally 2,Paladin,10240
10241,2016-04-26 02:38:31.103,2016-04-26T02:38:31.103Z,Starseeker rogue,Rogue,10241
10242,2016-04-26 02:41:38.986,2016-04-26T02:41:38.986Z,RenoLock 2,Warlock,10242
10243,2016-04-26 02:46:21.376,2016-04-26T02:46:21.376Z,Shaman 2,Shaman,10243
10244,2016-04-26 02:58:41.564,2016-04-26T02:58:41.564Z,ColdStory C'Thun rogue,Rogue,10244
10245,2016-04-26 03:33:59.382,2016-04-26T03:33:59.382Z,Why not both?,Druid,10245
10246,2016-04-26 03:43:17.825,2016-04-26T03:43:17.825Z,Elise Armor Warrior Alkander,Warrior,10246
10247,2016-04-26 03:49:23.759,2016-04-26T03:49:23.759Z,Buff Paladin (Red),Paladin,10247
10248,2016-04-26 03:56:58.672,2016-04-26T03:56:58.672Z,Combo Rogue (Red),Rogue,10248
10249,2016-04-26 04:03:09.127,2016-04-26T04:03:09.127Z,YAR FACE,Warrior,10249
10250,2016-04-26 04:03:39.920,2016-04-26T04:03:39.920Z,Reno Warrior Alkander,Warrior,10250
10251,2016-04-26 04:17:34.143,2016-04-26T04:17:34.143Z,Healadin C'thun 2.0,Paladin,10251
10252,2016-04-26 04:17:48.489,2016-04-26T04:17:48.489Z,Slow Cthun Neviilz,Rogue,10252
10253,2016-04-26 04:21:22.157,2016-04-26T04:21:22.157Z,Reno Warlock Alkander,Warlock,10253
10254,2016-04-26 04:31:16.607,2016-04-26T04:31:16.607Z,Zoo Warlock Alkander,Warlock,10254
10255,2016-04-26 04:31:53.168,2016-04-26T04:31:53.168Z,Whispers of Death,Hunter,10255
10256,2016-04-26 04:36:59.093,2016-04-26T04:36:59.093Z,"Proto C'Thun Priest, v1",Priest,10256
10257,2016-04-26 04:38:53.981,2016-04-26T04:38:53.981Z,Pirate Warrior Alkander,Warrior,10257
10258,2016-04-26 04:40:08.834,2016-04-26T04:40:08.834Z,Smutten C'Thun druid,Druid,10258
10259,2016-04-26 04:47:27.678,2016-04-26T04:47:27.678Z,Renounce Darkness Warlock Alkander,Warlock,10259
10260,2016-04-26 04:58:02.886,2016-04-26T04:58:02.886Z,JS c'thun priest,Priest,10260
10261,2016-04-26 05:00:03.236,2016-04-26T05:00:03.236Z,Beast Druid Alkander,Druid,10261
10262,2016-04-26 05:01:11.444,2016-04-26T05:01:11.444Z,Wheva's Cthun Priest,Priest,10262
10263,2016-04-26 05:06:55.028,2016-04-26T05:06:55.028Z,js c'thun warrior,Warrior,10263
10264,2016-04-26 05:08:05.739,2016-04-26T05:08:05.739Z,Standard Zoo 4/26,Warlock,10264
10265,2016-04-26 05:08:38.699,2016-04-26T05:08:38.699Z,Wheva's WoTG Aggro Rogue,Rogue,10265
10266,2016-04-26 05:12:08.714,2016-04-26T05:12:08.714Z,Auchenai Priest Alkander,Priest,10266
10267,2016-04-26 05:18:52.363,2016-04-26T05:18:52.363Z,post expansion aggro rogue,Rogue,10267
10268,2016-04-26 05:19:01.077,2016-04-26T05:19:01.077Z,OTK Auchenai Priest Alkander,Priest,10268
10269,2016-04-26 05:19:09.265,2016-04-26T05:19:09.265Z,Wheva's WoTG Zoo,Warlock,10269
10270,2016-04-26 05:24:09.742,2016-04-26T05:24:09.742Z,OTK Priest Alkander,Priest,10270
10271,2016-04-26 05:27:21.045,2016-04-26T05:27:21.045Z,Standard aggro Druid,Druid,10271
10272,2016-04-26 05:28:33.741,2016-04-26T05:28:33.741Z,Standard Miracle C'thun Rogue,Rogue,10272
10273,2016-04-26 05:31:16.046,2016-04-26T05:31:16.046Z,Neviilz Dragon Nzoth,Paladin,10273
10274,2016-04-26 05:32:42.521,2016-04-26T05:32:42.521Z,OTK Shadow Priest Alkander,Priest,10274
10275,2016-04-26 05:34:38.329,2016-04-26T05:34:38.329Z,Test this direction,Rogue,10275
10276,2016-04-26 05:40:39.224,2016-04-26T05:40:39.224Z,midrange overload,Shaman,10276
10277,2016-04-26 05:43:42.847,2016-04-26T05:43:42.847Z,Mid Hunter tomflr,Hunter,10277
10278,2016-04-26 05:44:18.709,2016-04-26T05:44:18.709Z,0.1,Shaman,10278
10279,2016-04-26 05:46:49.022,2016-04-26T05:46:49.022Z,Control Nzoth Neviilz Paladin,Paladin,10279
10280,2016-04-26 05:50:15.690,2016-04-26T05:50:15.690Z,Priest Alkander,Priest,10280
10281,2016-04-26 05:50:44.342,2016-04-26T05:50:44.342Z,Camel hunter standard,Hunter,10281
10282,2016-04-26 05:53:26.748,2016-04-26T05:53:26.748Z,Midrange MarkBJ,Hunter,10282
10283,2016-04-26 05:55:52.088,2016-04-26T05:55:52.088Z,WOTG Midrange shaman PogChamp,Shaman,10283
10284,2016-04-26 05:58:30.120,2016-04-26T05:58:30.120Z,Reno Priest Alkander,Priest,10284
10285,2016-04-26 06:04:09.216,2016-04-26T06:04:09.216Z,Reno Shadow Priest Alkander,Priest,10285
10286,2016-04-26 06:09:20.747,2016-04-26T06:09:20.747Z,Test Warrior w/o C'thun,Warrior,10286
10287,2016-04-26 06:10:08.053,2016-04-26T06:10:08.053Z,C'Thun Shaman Idea,Shaman,10287
10288,2016-04-26 06:23:38.838,2016-04-26T06:23:38.838Z,Wrath C'thun Pally,Paladin,10288
10289,2016-04-26 06:25:31.998,2016-04-26T06:25:31.998Z,das,Priest,10289
